label2_id	text
如何为他人取消值机？	132
请问春秋航空行程无法显示吗	252
取消认证	138
怎样选座位，谢谢。	35
你好，我给我和6岁的孩子同时在飞猪上买了机票，但是刚才值机时孩子不能和我同时值机，显示与已添加的乘客航班不同，请为其单独办理值机。我不懂，这是什么意思呢？	14
电子机票在哪里	70
儿童座位如何选票	14
我想问下那个常客卡怎么办理	129
内地飞澳门，需要提前几小时到机场口	160
身份证没有带	164
添加新证件号码，出现问题	370
在吗。	274
电子发票需要取票马	183
什么儿童，他人。这是我本人在你们的网站选的座位，一个月前就选好的，现在给我调换了。	277
我帮同行人值机了，航班被取消为什么取消不了同行人值机？	294
回答不能解决问题，急死了	186
可以帮我查询一下机票吗	248
怎么添加国际航班信息	180
你好！我没有订机票，怎么发信息给我	39
我不能手机值位	94
航班取消是飞机晚上不飞了是吗	124
商旅口令在哪里	226
航班未开放选座什么意思？	3
选座按钮没有	94
什么时间开放手机选座	3
UA089航班可以选座位了吗？6月12日纽瓦克-北京	142
行程提取	180
cz3297有餐吗	184
如何值机预留座位	337
明天的飞机为什么今晚不能值机	94
你好请问怎么选座？	35
手机值机后还需要办理乘机手续吗	95
如何添加联系人	368
个人乘机凭证多久发送	5
我需要乘机证明你能搞定吗	5
怎样才是预约座位成功了？	236
国外城市之间的行程不显示在行程清单当中？	214
不能取消值机的原因是什么	44
怎么换座位	316
可以帮助朋友选择位置吗	157
电话客服	40
先值机还是先办理托运	61
怎么预订座位	35
发票可以不和机票同时邮寄吗	183
为什么我直机不了	94
哪里预约座位	236
儿童办理值机 怎么选同行人	14
怎么办理选座呢	35
如何添加其他人证件	8
rl人工服务	40
明天下午16:35呼和浩特飞贵阳现在可以选座吗？	3
柜台办理登机牌时间	160
电脑网上怎么值机	35
怎么显示热力图	203
未成年没有银行卡怎么进行微信认证呢？	243
投诉你们软件更新界面，航班信息字太小，机场字体也太小，颜色也浅，根本看不清，今天造成我走错机场，还是原来界面看着舒服	186
在哪选座	35
是怎么扫二维码过安检	61
军人优先可以携带军属吗？	342
我要查询我预定的航班	200
无法找到预定信息	148
为什么客票不能值机	94
为什么   不显示未来行程	176
添加常客卡显示非本人常客卡怎么回事	135
办理过电子值机，到机场停止值机，还可以打印登机牌吗？	95
怎么打印行程单？	183
值机座位与预留座位不同	337
不乘坐航班，可以为别人选座嘛	161
可以买延误险呢	269
你们人工客服电话是多少	40
那些位置是靠窗的	2
取消接送机	134
值机了怎么托运	159
添加港澳通行证	243
在哪找的电子登机牌	70
航班起飞前多久可以办理值机	160
VIP贵宾厅	308
试过了不好使	186
国内航空如何选座	35
电子登机牌能报销吗？	183
我要取消选座，取消不了	44
我想问下，孩子怎么值机	14
什么呀，答非所问	186
我想要机票报消，怎么打印	223
为什么输入身份证号码总是说格式不对	245
你好小横，请问西部航空PN6405航班的行李限额是多少？	197
有用吗？	186
收不到注册验证码	261
白痴	186
可以托运300ml的芦荟胶么	194
我想问下明天的天气A461航路，会影响南宁到杭州的航班吗？	336
请问如何投诉机场办理登机牌工作人员	96
境外的航空公司行程会显示吗	214
你好我想请问我的票号是10位数，好像没发添加行程怎么办呢？	48
如何查机票	248
那我为什么只能选择3个	154
我的认证一直是证件被占用	13
你好，5.19我在你们这里办理了川航的机会升舱，发票你们怎么给我？	185
儿童购票政策怎样呢？	366
如何为同行儿童选座	14
国泰航空公司服务热线	40
我的手机值机 已经取消了嘛	10
给别人选座	161
为什么认证都失败了	346
已经开启消息通知 可是没有短信提醒	296
请问可以给别人值机吗	161
怎样选座位	35
为什么我实名验证后没有往期的航班	180
open票是啥意思	300
我是明天下午18点20的飞机，为什么今天选不了座位	3
你好，我有一个订单已经退票了，但为什么还一直显示未使用啊	324
查不到我的行程	180
已预约座位8F	236
身份信息已被认证	13
创建航旅纵横桌面快捷方式	255
我购买了升舱 可以享受哪些服务	195
亲，我的身份证有变动，我怎么更改	334
查询订购的机票	248
哪些证件可以乘坐飞机	62
飞机延误了	124
如何预订本月19日的机票	366
出生证明	106
你好，机场是否有快速通道	267
你好，我的接机订单发票一直未收到	254
一年半前去澳大利亚的航程可以添加吗	180
你好，我想改签，机票还是我之前的价格嘛	238
我要人工客服	40
我在软件值机后，可以去机场取票吗？	95
怎么把春秋航空的行程记录添加到航旅纵横行程记录里	252
我5月27日乘坐航班飞往绵阳，现在需要补打发票，如何操作	183
升级pro	338
手机选座页在哪	35
护肤品超过160ml可以托运吗	194
如何改签	238
改密码	145
没有登机牌 电子客票号	298
查询坐过的航班	200
国外的出行怎么查不到	214
删除已认证的证件	20
退票怎么退不了	238
如果我在值机柜台直接升舱了 是不是就退款了	76
在哪添加同行人	45
客服电话号码	40
Hi．我的护照怎么能关联上啊！	334
我这边不可以选座，显示不是本人行程	94
订机票	366
怎吗才能到vip休息室	308
您好，为什么我办理值机，显示非本人行程，不能值机	146
您好，请问飞机票可以改签吗	238
预约接机会便宜一点吗	88
提前多久到机场	160
值机取消不了这么办	44
我的值机为什么没办法取消？	44
我帮同事值机，现在他想取消	132
已经到值机时间了	329
怎么绑定身份证	243
帮别人值机后如何查看别人的电子行程单	146
不管用	186
手机提示开启个人保护，怎么回事	251
航旅纵横上只能选3个人的座位嘛	154
如何添加护照信息	243
好的，谢谢！	340
证件认证失败	346
我的飞行路程为什么没春秋航空的？	252
买机票多久可以选座	3
我给别人选座了	161
如何修改原来登记护照的名字，原来的名字写错了	271
您好，我的钱包遗失在客舱里了，能帮忙找一下吗？2019年7月13日昆明长水机场飞往北京的海南航空HU7112次航班	34
为什么前面的位置不能选？	94
只有一段航班，为什么看不见我预约的情况了	46
从哪里选座	35
无免费行李额怎么办托运	211
加你们QQ为什么，还没有通过	84
座位可以选四个吗	154
我要删除证件	20
请问一下，带的计算机可以上飞机吗？里面有电池，需不需要拆开看	200
我怎样选座位	35
飞机不能带什么	69
如何取消联系人	193
怎么拿电子行程单？	273
我的航班取消了，我要改签，但值机不能取消，不能改签	294
什么时候可以开始选座？	3
你好，可以查到我一年前的国际航线信息吗	27
身份证过期了如何登机？	362
为什么11号重庆飞南宁办理不了值机呢	94
如何修改认证信息？	334
买行李额	211
婴儿需要到柜台办理值机吗	14
我自己不飞的情况下，可以帮别人值机吗	161
行程不显示	180
姓名和证件号不符怎么修改	271
为什么值机失败	94
客服电话多少?	40
水乳可托运吗	194
办理值机时为什么显示非本人	146
航班动态中怎样查询呢？	329
如何两个同行人一起办理值机	157
手机关机可以托运吗	194
请问客服电话	40
行程添加不了	284
怎样添加随行人家值机选座	45
我的常客卡号是多少？	263
为什么看不到香港行程	214
选座是显示信息保护	251
为什么办理值机只能办3个人的	154
您好，查询2012年行程	27
为什么我的客票不支持手机值机	94
我想问下中转不是同一班飞机要取两次票吗	229
名字改了怎么办	271
你好，请问港澳台乘客可以办理网上值机么？	35
请问300毫升的蜂蜜，可以托运吗	194
常用联系人页面在哪儿	312
在app里怎么选座啊？	35
如何用航旅纵横登机	61
东航 想给孩子选座 怎么添加同行人啊	14
买的是gy 1760的，不打折全额机票洛阳到，贵阳，但在电子选择座位的时候，很多都不让选，这是为什么？如果是这样，我还不如买三折四折五折的机票	323
个人乘机凭证邮箱怎么改变	314
我在航旅纵横上升舱的费用怎么开具发票	185
预约选座能添加几人	154
你好 我怎么打印行程单	183
护照没办法添加，总是提示英文与中文不符	271
我需要7月13日，从兰州到成都的电子登机牌。	202
电脑可以托运吗？	194
怎么预订机票	366
如何写点评	173
可以随身携带的行李	69
我6月6日的行程想订素食，怎么定	257
何时开始选座	3
我没有退票	238
怎样订票	366
认证的名字错误，需要取消重新认证怎么办	271
怎么用护照查机票	200
离线模式怎么开	66
我今年从多伦多去古的行程怎么没有显示？是加拿大航空。	214
答非所问！	186
怎么查以前的国际航班	200
现在给我换的座位我不满意为什么取消不了？	44
闪退	63
我怎么给我的家人订位子	161
行程单打印	183
小孩能在手机上选座位吗？	14
有电话咨询吗	40
我每次认证都失败为什么？	346
2岁以内儿童有座位吗？	23
你好，我为什么不能选座位呢	94
添加行程还没有加入	180
能买机票吗	366
怎么看之前的机票价格？	248
添加不了证件	370
为什么我的座位号显示不出来	162
飞机上有没有无线	290
请问行程单不见了可以重开吗？	183
国际航班没有行程历史记录	214
如果帮助别人买票	366
如何预约WiFi	139
航班取消如何取消值机	10
化妆品托运有什么规定	69
为什么添加同行人总是提示证件格式错误？	245
没有电子客票号怎么手动添加	298
证件格式错误是为什么	245
我想打行程单	183
在app上怎么选座位	35
第一次坐飞机不知道相关流程	61
请问托运行李里能带3斤液体不？	194
我怎么选坐	35
什么座位靠窗	2
你们这个可以打发票吗	183
我为什么选不了座位？	94
去菲律宾买了往返机票，还需要什么	313
我一同购买了儿童票怎么没有显示	180
BK3142航班信息咋查不到？	214
会在起飞前多久开放选座呢	3
为什么我之前选的位子会被占	330
非本人无法值机	94
其他人证件怎么添加	8
儿童同行人为什么不能值机	14
我在前两天就购票了。但是航旅纵横显示没有	180
T3航站楼是否有顺丰快递	279
如何查以前的行程和行程单	273
第一次使用怎么选座位，没看到工具箱	35
我的行程怎么没有显示	180
灰色的是选过吗	323
无成人陪同儿童票怎么购买	9
请问查询机票以后，只能通过电话订票吗，能在线订票吗	366
你好，我购买的7月11日九元航空的机票，可以提前手机值机么，如果可以，提前多久可以。	3
常用联系人管理	55
发票怎么获取	183
为什么无法值机	94
可以查询值机记录吗？	200
订票时到最后一栏为什么点击进入不了下一栏	366
如何查询半年前的订单	200
在哪里预约选座	236
如何帮别人预约选座	111
您好，我这个软件是给15岁的孩子下载的，他要去美国，为了出行方便，老师让下载的	23
选坐取消	10
卡塔尔航空能查到吗	329
添加新护照显示姓名冲突，没法添加	346
3张机票可以同时值机吗	35
没有解答问题	186
13位电子客票无法提取行程	180
医用功能性敷料可以托运吗	127
为什么我之前的国际航班没有在航旅纵横Pro上显示？	214
客服电话是多少？	40
手机值机后 是否可以改签？	238
如何帮朋友升舱	221
十六周岁以下的儿童可以用户口本登记	106
你好，请问如何选座位	35
手动添加行程	180
如何帮别人值机	161
拍照在哪	152
我需要行程单报销	183
航线图是要飞完了才能显示吗	64
你好，为什么我值不了机？	94
如何帮别人查询预订信息	109
在航旅纵横上办理值机	35
请问明天的6120航班为什么还不能值机？	94
报销凭证	183
祥鹏航空行李携带上机的尺寸？	197
儿童需要提供什么证件办理登机	106
不能选座位呢	94
怎么购买机票	366
如何成为pro版用户	166
认证怎么不能通过	346
如何进入常用联系人页面	312
托运牛奶多少液体	194
儿童无成人陪同服务怎么办理或买票	366
自热米饭可以带上飞机或者托运吗	194
行李托运停止时间？	160
春秋航空选座	350
哈喽 我想问一下 今晚有个朋友是从5：40从福州到北京的飞机  我这边帮他值机选座 为什么选不了 说是这两天内没有查到出行	158
电子值机牌可以直接登机么	262
添加同行人不行	268
怎么补打登机牌	202
He|l0，GS7900的经济仓，行李箱限额多少？谢谢！	197
航旅电话	40
八十岁的老人可以坐飞机吗？	100
如何更改登机凭证邮箱	314
未显示行程	180
网上值机取消不了	44
有人么？	274
20寸的行李箱不用办理托运是么	19
预约值机为何只能添加两位其他乘客	154
怎么为他人预留位置	337
手机值机后还需要打印登机牌吗？	95
我的行程没有更新	180
这里可以预订机票吗？	366
瑞丽航空可以在线值机吗？	142
认证一直审核中	266
身份证消磁能坐吗	42
护照中英文名字无法匹配	365
您好！我怎么能看到我的手机值机之后的情况	35
防晒喷雾可以托运上飞机吗？	194
不行	186
我所在的座位已被占用或锁定	323
你好，为什么查询不到我的行程单？	273
可以查询多长时间内的行程	200
你好！请问在哪选座位？	35
怎么管理常用联系人	55
请问你们的客服电话是多少	40
常用联系人页面在哪里	312
为何我的客票不能预约值机	148
如何为同行伙伴选位	157
添加行程多久成功	180
你们能寄给我行程单吗？	183
我这里显示非本人行程	39
为什么不能给同行的人办理值机	94
我的孩子机票怎么不能值机选座	14
接机退款	97
可以提前多久打印机票	160
请问上海航空公司的航班可以在航旅纵横上选座吗？	142
中转行李托运能直接到目的地吗	122
你好，宁波-台湾不能在这里值机吗？	94
只凭身份证怎么查航班	109
怎么改不了座位了呢	316
神洲专车发票开错	254
APP里面没有选座选项	35
如何给未成年子女值机	35
在哪里找已乘航班的电子登机牌？	70
川航机会升舱在什么位置操作	221
南方航空公司电话	204
帮别人值机，	161
托运三个人一个大箱子30公斤，行吗	19
能帮我查到朋友的航班信息吗	109
你好，儿童乘坐飞机已在航旅纵横上值机，柜台打印登机牌有没有截止时间？	160
如何退升舱	27
机场办理临时身份证需要多久	164
手机值机算换登机牌了吗？	325
樟脑丸可以放行李箱里吗	127
值机被更改，无法取消😡😡😡	44
网上值机之后还可以改签吗	238
不能购买机票吗	366
我在美国能否查找美国境内的航班信息	200
怎么取消或修改已认证的证件	138
行程不见了	180
如何租车	113
验证码收不到	261
如何查看以前的机票	248
怎样联系航空公司	204
我只有2个同行人呀	154
在没	274
麻烦问一下，我想知道如何预选第二个行程座位	35
已经预约选座，离起飞还有一天了，怎么还没有确定座位	143
怎么值机	35
你们有电话吗	40
怎么预定机上无线	290
航班动态错误播报！！！！！	179
我想问问，为什么我们从三亚飞日本的机票查不到	214
什么时候值机	160
6月19日川航什么时间可以订座	3
我的名字有做过更改，更改之前的航线记录怎么没有了呢	180
用护照号怎么查询航班	200
机场轮椅服务	190
网上值机可以行李托运吗	155
个人乘机凭证	5
自热小火锅可以托运么	194
本人可以为同行人选座位吗	157
学校手工锤子能办理托运吗？	194
幼儿如何办理值机？	14
手机值机可以提前多久	3
托运行李额度	19
为什么不能手机值机	94
选座时间在什么	3
该乘客的航班与已添加乘客不同	45
Cz3532值机	43
山东航空电话	204
我能把10月1号的飞机票改签到明天吗	238
怎样把儿童设置为同行人	14
投诉你！	186
怎么查看所有的已飞航线	200
open票是怎么来的	300
手机值机姓名不对	271
机票已出，为何没有显示	180
飞机延误如何索赔	269
我这次飞日本的航班为什么在我的足迹里面没有显示？	214
您好，app里的拥挤度是指飞机的客座率吗？拥挤度是不是等于购买机票的人数 ÷  飞机的总座位数呢？	249
你好，我可以帮别人锁定座位吗？	161
什么时候可以开始选座位	3
前排座位，预选需要加费吗？	236
乘机凭证，发票	183
怎么删除常用联系人	193
为什么厦门航空儿童不可以值机选位？	14
联程票只显示了第一程	180
如果超过免费托运额度	19
化妆品能托运吗	194
认证提示认证格式错误怎么回事	245
我值机的登机牌看不到怎么办	70
怎么查我下载的版本是不是新的	338
你好，我想问一下怎么在线购买行李额	211
我没有定机票为什么出了一张票	39
为什么我的国际航班没有在行程里	214
航旅纵横能不能购买机票	366
請回电！	40
航空公司服务热线电话号码多少	204
饿哦想从新选座	316
我需要报账，能不能把我的机票的电子发票发在我的QQ邮箱里？	183
为什么办理值机显示手续不齐全	35
你好 我要删除认证证件信息	20
国际航班想给两个人值机怎么办	154
为什么页面上没有预约选座	236
如何提取电子客票号	298
为什么说我非本人行程，不能选座呢？	146
航班前多长时间可以值机	160
明天的航班，今天办理值机，提示没有两天内可以办理的行程。	158
托运注意事项	69
如何知道是否联程机票	229
绑定不了护照	59
问下为什么我的国际票行程不显示了	214
忘带身份证	164
手机不能选座怎么回事	94
微信认证不了	346
如何更改座位	316
延误没有餐食吗？	329
那个升舱想退订	12
托运一小箱海鲜可以吗	194
75岁以上老人坐飞机	100
我已经预约选座但是儿童不能预约怎么办	14
怎么打印电子发票	183
边上的座位上锁	323
东航客服电话号码是多少？	204
加不了	186
在哪购票	366
请问为什么我不能网上值机	94
南宁机场临时身份证办理	164
行程审核需要多久	210
身份证丢失咋登机	164
为啥预约值机三位之后，无法继续预约？谢谢	154
帮我注销账号	250
怎样取消执机	10
怎样取消值机	10
你媽死了	186
托运可以带水乳么	194
怎么给孩子买机票	366
国航儿童不能在线值机吗	14
如何添加同行儿童值机	14
能改签？	238
化妆品可以托运吗？	194
可以托运电脑吗	194
找不到座位号	162
我帮朋友怎么预约调座位	112
电子登机牌，在哪找到	70
可以随身携带武汉热干面吗	127
我办了延误险，飞机延误了怎么弄	269
为什么有的不支持手机值机呢	94
我的行程没有同步到行旅纵橫	180
立刻投诉	186
怎么订往返机票	313
为什么不能预约选座	148
保湿喷雾可以托运	194
我买的机票没有显示为什么	180
孩子值机怎样取消	10
阜阳飞往昆明的飞机可以网上值机吗	35
身份证丢失怎么乘机	164
如何取消值机啊？	10
这个软件能买票吗	366
提供身份证号码可以查询航班吗？	109
如何帮婴儿认证	243
你好！请问怎么选座？	35
手机选座位在哪	35
为什么我购买不了票	366
飞香港可以值机吗	142
CZ6390航班延误到几点	329
电子登机牌纸质登机牌	118
航线图为何没有显示我最近的这个行程？	177
身份证过期一周能过安检吗	362
怎么看不到电子登机牌	70
请问如何选座呢？	35
去国外的行程没有	214
选好座位可以更改吗？	316
到时间选座了，但显示航班保护中是什么意思？	251
添加证件后，将要出行的计划为什么显示不了？	176
什么时候才可以选座	3
可以提前几个小时办理么	160
我换新护照了 怎么修改？	334
我的同行人不能值机，为什么	94
我要选座位，能选两个人的吗	154
儿童票无法选座？	14
你死了？	186
麻烦客服更改账户信息，证件名称为刘玥，谢谢	334
直接充钱可以看机场雷达吗	58
为什么儿童不能办理值机？	14
安检时间什么意思	160
想添加家人信息如何添加	368
eID要认证才能查询机票订单吗	214
北京东航vip休息室电话	204
机票不显示	180
你们能说一下客服电话吗	40
怎么选位置	35
你好为什么我的机票没有显示？	180
机场雷达提取码	58
儿童怎么选座位？	14
哪里可以看机票	248
无法手机值机 怎么办	94
我怎么添加别人的电子机票？	126
我怎么查我已经购买的机票信息？	200
我3月去的清迈，6月去的俄罗斯，为什么都没有行程显示？	214
上航值机要付费吗	142
为什么不能帮助同行者选座位?	94
账号已经被认证 但是原来的账号忘记了怎么找回	239
航班群	301
延误证明怎么开	292
可以增加同行人吗	45
我没有订机票，为什么航旅纵横显示我定了机票而且还已经值机	39
怎么购票？	366
为什么选座位有些座位被锁	323
如何更改已储存的值机人信息	24
您，我给别人办了值机，现在黑4别人取消不了	44
给家人一起办理值机，为什么办不了	94
飞行前多久不能登机	160
国外飞国内能否查行程	200
改签费用	238
怎样注销账号	250
青岛机场可以用电子登机牌吗	49
怎么删除认证	20
如何进入常用联系人	312
可以查朋友的座位马	162
国际航班没有记录	214
预约选座可以比正常选座更快选到座位么	16
能查询到谁给我买的机票吗	329
国航飞法兰克福不可以带什么东西出入境	69
瑞丽航空手提行李要求	197
为什么祥鹏航空选择不了座位	94
选位在哪？	35
没有换座选项	316
定不了票了吗？	366
我想了解10号出发成都几号能选座	3
我选不了座位	94
为什么厦航，儿童第一次可以定位置，改位置就不行	132
无取消座位按钮	10
可以用身份证查订单吗？	109
航班不支持手机值机是什么意思？只能去机场值机？	94
你好，添加的家人信息如何修改？	368
为什么看不到机翼在哪？	2
你好，儿童如何值机？	14
我想问下座位图上哪儿是机翼啊	2
不支持手机值机	94
我想选座	35
大理机场+临时身份证办理	164
可以在这里买机票吗	366
我要取消预约座位	182
2小时内值机不能取消	44
升级最新版本	338
儿童乘机规定	23
怎么联系航空公司或出票代理	204
你好，我想问一下，如果取消自助值机或者选座？	10
怎么取消行程保护	251
手机值机，有电子登机牌还可以打印纸质版么	118
为什么多次认证失败	367
订错票但是二维码过安检了怎么取消座位	10
预定了机票，怎么不显示待出行订单？	180
6月16号的飞机为何现在不能选座？	3
如何办理航司会员卡	129
验证码超出限制	261
为何添加家人信息保存时显示证件号格式错误	245
L10472296，马雯，之前是希望能够帮助她值机，绑定之后发现没法值机，但又不能自己删除	94
免费托运行李	19
提取行程没看到	180
办理临时身份证	164
已打登机牌如何取消值机？	351
常用联系人在什么地方找	312
我想取消预约座位，完成不了呢	44
2019年6月2日由巴黎戴高乐机场出发的AF0116航班起飞了吗？	329
我的机票能否在线选座	142
起飞前多久停止手机值机	3
安检24小时都有吗	160
为什么我调换不了座位	316
可以查别人的航班吗	109
2009年的行程看不到吗	27
ok	340
怎么打发票	183
如何认证	243
你们的人工客服电话多少	40
没有身份证如何登机	164
可以认证几个人	51
有没有人工客服？	40
你的机票没有显示 为什么	180
2016-2017的行程有吗	27
沈阳到泰州 行李托运怎么收费	211
点不开查看登机牌	53
我今天在飞机上拉下了我的充电宝！能不能找回	344
问题解决不了，事情还一大堆	186
我给别人的买的700块钱的机票，现在写的乘机人是我，又是未使用	366
为何收不到验证码？	261
302422066找不到群	84
问下，可以替他人值机吗	161
可以免费托运吗	19
儿童 值机	14
五人同坐一班飞机，值机选座，添加常用人，为什么最多还能选两人？	154
怎么可以给别人值机	161
坐厦门航空回国可以手机值机吗	142
如何打印登机牌	302
如何获得电子行程单	273
临时身份证可以取票吗	36
如何查看我下一个行程？	200
港澳航班 如何值机	35
在哪里打印发票	183
2019年6月16日的航班如何选座？	35
如何知道行程支不支持电子登机牌	233
值机用不了预留座位？	337
认证多少个人	154
如何二维码登机	302
已经出票了，手机不能值机是什么原因？	94
我又没有确定为什么给我选好的座位？	337
我有明天下午13点40的HU489航班没有接到显示	180
托运两个行李箱，每一个9公斤。可以吗？	19
怎么注销账号	250
在网上购票    到机场拿身份证在自助机直接打印登机牌吗？然后过安检？	61
托运重量	19
不能取消座位	44
在航旅纵横值机后为什么没有短信提醒	296
我的英文名不知道为什么被改了	365
怎么查询航班信息	200
手机办理了电子登机牌，是否可以在自助机上打印纸质登机牌	118
你个垃圾	186
一个手机号只能认证一个证件吗	51
请问邮寄飞机票和行程单需要邮费吗？	183
首都机场T3临时身份证办理	164
非乘机人员给别人选座	161
人工客服电话号码	40
一件玉器七八十斤，能托运吗？	19
西部航空行李限额是多少	197
兑换口令怎么找不到了？	226
为啥选不了预约机	148
为什么查不到我的订单	180
您好 如何取消值机	10
怎么帮人值机	161
婴儿乘飞机	23
我在香港国泰航空定的机票在咱们行程里没有显示	214
办了值机以后要托运行李，还是要先去换登机牌是吗	155
澳洲航空的行程没有显示吗？	214
海南航空支持电子登机牌吗	233
值机怎么登机	61
有客服电话吗？	40
你好，取消默认选坐怎么操作	10
儿童选座怎么选不了啊	14
亲，为什么家人和我同一班飞机，为什么值不起机了？	94
你好，我之前在携程买的机票，补打登机牌，在哪里可以操作	202
一个人只能预约三个位置么	154
忘记旧账号	239
怎么换预定座位	316
航班取消，已办理值机，如何取消？	294
里程补登	165
怎样把软件分享给朋友	181
我本人没有办理值机，但显示座位好听，取消值机后就不能直接办理了，怎么解决？	94
请问怎么增加别人的航班，为他人选座	161
若延误，怎么得到延误险赔偿	269
湛江机场临时身份证办理	164
机会升舱	221
请问靠窗的位置	2
请问我的航旅口令怎么查	226
停车收费哪里办理	102
怎么办理电子机票	70
你好，怎么看自己机票有无餐	184
航班保护中是啥	251
.如何帮别人值机？	161
验证码信息	261
怎么注册常客卡	129
怎么在天津航空官网上购买行旅托运费	211
同行人信息在哪里修改？	24
我取消不了值机	44
怎么查别人的航班信息	109
飞机晚点包赔	124
我的证件被其他人认证，我认证不了，怎么办？	13
在线值机了可以托运吗	155
ios怎么选座	35
你好 我想问下 我七点的飞机结果延误改到了晚九点 那么是不是我九点之前两小时办手续就好	124
联程机票如果第一段目地的备降其他机场，那第二段航班怎么办	229
电子值机要办理托运	155
首都机场临时身份证办理	164
如何销户	250
已经预约选座，也已经开放值机，为何还没有成功值机	94
指甲油可以托运吗	194
人工客服有吗	40
加了QQ 没通过	84
为什么我买了机票缺没有显示行程	180
相关错误是等我把验证码输完之后，进入下一步，结果显示，我的行程处于保护状态，我的详情不能被我自己查看。	251
为什么我去年出国的行程没有显示	214
值机后可以退票吗	238
什么时候可以取机票	160
手动添加的行程信息有误，如何修改？	321
给我订一份东方素餐把	257
如何添加以前行程	180
我想改签	238
我选座不成功	94
被他人恶意值机如何取消	10
行程查不到	180
怎么帮随行的家人办理值机呢	157
中联航KN2988R座 能够免费登记的行李重量	197
座位选好还用去窗口办理吗	95
如何订瑞丽航空的机票？	366
认证好了怎么选不了位置啊	94
离线模式怎么用	66
怎么查不到航班信息？	180
无法办理值机呢	94
我已经定了机票了但是名字和身份证的不一样怎么办	281
户口本买票	366
我填好了内容啊，可是不让我选了座位呀。	94
可以寄送行程单吗	183
2016年之前行程可查吗？	27
请问为什么我预约选座后的飞机 取消不了值机	44
如何删除同行人信息？之前一起选过座位	24
港澳机票查询	248
没有行程信息	180
明天的飞机怎么不能选座啊	3
eu2708 怎么还不能值机	94
手机上可以打行程单吗	183
飞机什么时候停止值机	160
刚买了机票，怎么没有显示呀	180
从哪里找到我的电子登机牌	70
如何订机票？	366
经济舱可托运行李多少斤	19
这个怎么选不了座位	94
常用联系人在哪里？	312
查看座位	162
那个人可以带多少东西上飞机	197
你们只能办值机，不能取消	44
马来西亚航空的可以手机值机么	142
我行程没显示？	180
为何我购买的韩亚的航班。。航旅纵横上没有显示	214
可以提前多久值机	160
临时身份证机场能否办理？	164
退票是怎么退的	238
请问公务舱的行李限额是多少？可托运几件行李？	19
为什么我不能选座位？	94
如何无纸乘机	302
可以提前值机亚洲航空的航班吗	236
怎么选择座位号	35
行李超额怎么办	211
怎么查询订单	200
笔记本能托运吗	194
国际航班能值机吗？	142
历史行程没显示全	180
最近的行程为啥没有统计？谢谢	165
值机这里没退我改不了	316
儿童户口本丢失怎么办理登记手续	106
手机值机后还能托运吗？	155
我的mu9911行程的行李限额	197
证件无法删除	20
可以帮自己和别人一起选座位吗？	161
能在这儿买机票吗？	366
我想问一下明天的ca409何时可以办理手机值机	3
为什么我2013、2014年的行程数据没有！	27
在哪里加入同行人	45
怎么通过该软件帮别人选位置	161
历史航班没有导入全	180
怎么咨询航空公司	204
我要删除过期护照	20
请问手机值机选座后如何托运行李？	155
航旅纵横为什么不能选座？	94
能否购买机票？	366
护照信息怎么更改	334
如何更改已认证的信息	334
小孩票价多少	248
儿童名字后面加CHD是什么意思	147
怎么投诉航空公司	204
老人如何乘坐民航空机	100
你好，能查询朋友帮我订机票吗？	366
我帮别人值机，电子客票二维码在我手机里，别人怎么用了	262
我想订上海至乌鲁木齐机票，点开后找不到订票窗口？	366
我预约的37A的座位，为啥现在成了44K了？	143
为什么取消不了直机	44
充电的小电风扇和剃须刀可以托运吗	194
一共三个人，只预约了两个座位就提醒不能重复预约	154
CZ6123可以手机值机吗？	43
重庆T3投诉电话	101
主乘客不坐，同行人一人乘坐，那怎么选座位	157
怎么没有显示我从莫斯科到圣彼得堡的行程	214
什么时候可以选座	3
怎么加入同航班群聊	301
如何看票价	248
怎样帮同行人值机？	157
Dz6234在杭州t1还是t3	207
你好，小横，托运瓶装洗发水500ml，可以吗？	194
玉器能托运吗？	194
托运不能超过多少毫升	19
为他人选座 上海虹桥飞香港的 是要填写身份证号还是护照号码？	161
首次坐飞机	61
红土航空电话	204
东海航空人工客服	40
怎么不好订飞机票	366
值机后可否更改座位	316
你好，我在携程上订的机票，怎么导入进来选座	180
您好，我想问一下怎么选座	35
非本人行程，不可值机	161
一直收不到短信验证码	261
我现在因故误机了，如何取消原航班值机?	10
朋友给买的机票如何查询	200
网上订的座位A6、现在变A13啦、怎么回事？	330
飞行轨迹怎么找不到了	64
我想查我朋友最近的航班信息	109
囯际航线怎么查？	200
国际航班能预约值机吗？	142
如何绑定东航会员卡	92
取消值机必须本人	10
怎样为他人选座	161
请问亚航的机票怎么添加	252
选座被取消了	277
如何分享电子登机牌	258
没有找到我拍的照片	152
请问怎么选位置	35
如何更改常用联系人信息	55
怎么查询朋友的机票有没有订上？	128
买的是转机机票，为什么只显示一张机票	180
从北京中转韩国在飞日本的航班为什么不显示？	214
怎么查看机票	248
我想为我同一航班的朋友一起选座，怎么操作	157
取消值机无法取消	44
我已有17000左右里程了，可以用里程的换升仓吗	221
航旅纵横人工客服电话	40
预约座位	236
你好，酒水托运	194
我买了15公斤的行李，有点少，能增加买吗？怎么买？	211
身份证查航班	109
今年3月的飞行记录怎么也没有	180
安全出口座位	2
